"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_cardealership.com","FirstLinkDate_cardealership.com","LastLinkDate_cardealership.com"
920,"coder-world.de",7385,994266,1,1,2893070,7103692,1243796,09/01/2008 00:00,10/08/2013 00:00,"188.138.88.128","188.138.88.0","DE","de",46,46,1,10/06/2009 00:00,10/06/2009 00:00
921,"bandszene.com",16,-1,1,1,73,19324,18707,26/04/2009 00:00,08/08/2013 00:00,"69.56.207.7","69.56.207.0","US","com",6,4,1,02/09/2009 00:00,02/09/2009 00:00
922,"a2f.net",20,-1,1,1,33,1270,1267,30/05/2013 00:00,20/07/2013 00:00,"74.53.117.35","74.53.117.0","US","net",0,0,1,13/07/2013 00:00,13/07/2013 00:00
923,"cheap-nike-kids-shoes.com",113,-1,1,1,1516,10448,6937,22/11/2010 00:00,29/03/2012 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,17/11/2011 00:00,19/11/2011 00:00
924,"takbuy.net",189,-1,1,1,27623,949875,154772,24/03/2010 00:00,19/01/2013 00:00,"67.215.77.132","67.215.77.0","US","net",0,0,1,12/09/2010 00:00,12/09/2010 00:00
925,"submitarticlefree.net",721,-1,1,1,27449,23265,4315,14/04/2011 00:00,21/07/2013 00:00,"174.132.168.67","174.132.168.0","US","net",12,3,1,04/12/2011 00:00,04/12/2011 00:00
926,"studyidea.net",726,-1,1,1,11429,91493,20617,04/01/2011 00:00,11/12/2012 00:00,"209.59.244.113","209.59.244.0","US","net",10,0,1,23/11/2011 00:00,23/11/2011 00:00
927,"speakasp.net",419,-1,1,1,2057,1526,604,04/11/2009 00:00,07/08/2013 00:00,"66.63.181.104","66.63.181.0","US","net",18,1,1,03/12/2011 00:00,03/12/2011 00:00
928,"newskeywords.net",424,-1,1,1,251903,2475559,1467785,27/01/2008 00:00,18/07/2013 00:00,"69.43.161.159","69.43.161.0","US","net",6,0,1,08/10/2009 00:00,08/10/2009 00:00
929,"online.my",7527,-1,1,1,141068,41832,8240,17/10/2010 00:00,08/08/2013 00:00,"110.4.45.95","110.4.45.0","MY","my",20,18,1,21/12/2011 00:00,04/02/2012 00:00
930,"spencerdock.net",142,-1,1,1,444,484848,59185,04/01/2011 00:00,03/04/2012 00:00,"62.157.140.133","62.157.140.0","DE","net",0,0,1,15/12/2011 00:00,15/12/2011 00:00
931,"northbelfast.net",19,-1,1,1,4719,1076762,1076762,27/06/2009 00:00,07/07/2013 00:00,"82.98.86.165","82.98.86.0","DE","net",0,0,1,24/12/2011 00:00,24/12/2011 00:00
932,"ogretiyorum.net",1570,-1,1,1,125353,1642999,537374,25/02/2008 00:00,10/08/2013 00:00,"176.53.44.148","176.53.44.0","TR","net",20,18,1,11/07/2012 00:00,19/10/2012 00:00
933,"4g7.net",163,-1,1,1,40550,158389,81145,19/11/2011 00:00,10/08/2013 00:00,"174.136.13.137","174.136.13.0","US","net",22,10,1,21/12/2011 00:00,09/01/2012 00:00
934,"bestfinancesolutions.com",2068,-1,1,1,17030,107373,20538,18/07/2011 00:00,25/12/2012 00:00,"184.168.171.59","184.168.171.0","US","com",12,0,1,09/10/2012 00:00,09/10/2012 00:00
935,"referencekeywords.net",5,-1,1,1,10,1449478,1449478,27/01/2008 00:00,22/06/2013 00:00,"208.73.211.152","208.73.211.0","US","net",0,0,1,15/09/2009 00:00,15/09/2009 00:00
936,"besightedsocialmarketingblog.com",60,-1,1,1,344,173,96,19/05/2011 00:00,19/05/2011 00:00,"184.168.221.8","184.168.221.0","US","com",8,0,1,07/04/2012 00:00,14/04/2012 00:00
937,"serviceunit.net",271,-1,1,1,1429433,557527,73371,09/10/2009 00:00,10/08/2013 00:00,"94.126.37.67","94.126.37.0","NL","net",29,14,1,15/10/2011 00:00,10/07/2012 00:00
938,"rathfarnham.net",0,-1,1,1,0,245836,245835,04/01/2011 00:00,31/07/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,1,15/12/2011 00:00,15/12/2011 00:00
939,"bestoflasvegas.com",1925,-1,1,1,526423,598701,145410,04/12/2010 00:00,10/08/2013 00:00,"50.112.125.251","50.112.125.0","US","com",43,42,1,17/04/2013 00:00,12/07/2013 00:00
940,"beyondplm.com",1385,-1,1,1,170367,9605,7808,23/09/2010 00:00,10/08/2013 00:00,"69.89.31.131","69.89.31.0","US","com",30,28,1,02/12/2012 00:00,30/05/2013 00:00
941,"beyondwp.com",393,-1,1,1,1943,43,32,17/01/2013 00:00,10/08/2013 00:00,"66.28.139.186","66.28.139.0","US","com",16,10,1,28/11/2011 00:00,09/01/2012 00:00
942,"beautyandhealthdeals.com",45,-1,1,1,145,1595810,1595810,28/04/2008 00:00,10/08/2013 00:00,"69.10.40.131","69.10.40.0","US","com",0,0,1,09/11/2008 00:00,09/11/2008 00:00
943,"picnictabledesigns.net",91,-1,1,1,615,6105,4143,19/10/2011 00:00,27/07/2013 00:00,"174.120.201.58","174.120.201.0","US","net",10,0,1,18/12/2011 00:00,09/02/2012 00:00
944,"shoppingkeywords.net",117,-1,1,1,162992,1533690,763181,26/01/2008 00:00,21/11/2010 00:00,"173.244.181.125","173.244.181.0","US","net",4,3,1,07/12/2009 00:00,07/12/2009 00:00
945,"cg-archive.com",1229,-1,1,1,1042750,84983,81300,15/06/2008 00:00,11/02/2013 00:00,"199.101.28.20","199.101.28.0","US","com",7,0,1,25/10/2008 00:00,25/10/2008 00:00
946,"bellaghy.com",379,-1,1,1,1627,1349706,610942,06/07/2009 00:00,03/04/2011 00:00,"67.215.66.132","67.215.66.0","US","com",6,0,1,29/03/2010 00:00,29/03/2010 00:00
947,"beerordeath.com",48,-1,1,1,128,239,139,13/10/2010 00:00,12/11/2010 00:00,"173.236.40.162","173.236.40.0","US","com",7,0,1,29/11/2011 00:00,06/04/2012 00:00
948,"onati.net",871,-1,1,1,2479,7310,6160,31/01/2008 00:00,10/08/2013 00:00,"212.142.194.244","212.142.194.0","ES","net",12,7,1,18/12/2011 00:00,08/08/2013 00:00
949,"rathmines.net",1,-1,1,1,1,158927,158927,04/01/2011 00:00,10/02/2013 00:00,"82.98.86.178","82.98.86.0","DE","net",0,0,1,14/12/2011 00:00,14/12/2011 00:00
950,"chatfamily.com",28188,-1,1,1,673211,737168,316822,10/01/2008 00:00,10/08/2013 00:00,"108.162.197.18","108.162.197.0","US","com",34,35,1,10/03/2013 00:00,13/03/2013 00:00
951,"northcountyhomes.net",64,-1,1,1,149,10556,9885,29/01/2008 00:00,07/05/2009 00:00,"208.73.211.152","208.73.211.0","US","net",6,2,1,01/02/2009 00:00,01/02/2009 00:00
952,"pharmacykeywords.net",95,-1,1,1,232454,1266070,747753,04/02/2008 00:00,16/03/2012 00:00,"67.215.66.132","67.215.66.0","US","net",5,0,1,11/01/2010 00:00,11/01/2010 00:00
953,"recreationkeywords.net",2,-1,1,1,2,1272054,1272053,31/01/2008 00:00,01/12/2010 00:00,"173.244.181.125","173.244.181.0","US","net",0,0,1,09/10/2009 00:00,09/10/2009 00:00
954,"cambiumcabinets.com",1092,-1,1,1,8412,51364,12473,08/12/2012 00:00,10/08/2013 00:00,"70.38.42.178","70.38.42.0","CA","com",28,6,1,08/07/2013 00:00,08/07/2013 00:00
955,"centraliacriminallawyers.com",0,-1,1,1,0,34828,33026,23/04/2009 00:00,03/12/2009 00:00,"74.208.248.78","74.208.248.0","US","com",0,0,1,29/09/2009 00:00,29/09/2009 00:00
956,"bsolutionsonline.com",1179,-1,1,1,98164,359089,77394,25/09/2010 00:00,29/07/2013 00:00,"69.43.161.167","69.43.161.0","US","com",36,6,1,25/11/2010 00:00,25/11/2010 00:00
957,"crumlin.net",14,-1,1,1,17,628253,628252,29/09/2008 00:00,01/07/2013 00:00,"82.98.86.165","82.98.86.0","DE","net",0,0,1,18/12/2011 00:00,18/12/2011 00:00
958,"healthkeywords.net",16,-1,1,1,59,794092,794091,29/01/2008 00:00,02/06/2013 00:00,"72.172.91.230","72.172.91.0","US","net",0,0,1,27/05/2009 00:00,27/05/2009 00:00
959,"bsearched.com",1370,-1,1,1,22009,1281561,45166,09/01/2008 00:00,10/08/2013 00:00,"64.156.26.131","64.156.26.0","US","com",24,10,1,19/10/2011 00:00,26/12/2011 00:00
960,"homekeywords.net",5,-1,1,1,82,1145270,1145270,24/01/2008 00:00,26/02/2013 00:00,"208.73.211.152","208.73.211.0","US","net",0,0,1,28/08/2009 00:00,28/08/2009 00:00
961,"brooklynpediatricians.com",1,-1,1,1,58,51769,45410,03/02/2008 00:00,29/12/2012 00:00,"74.54.110.188","74.54.110.0","US","com",0,0,1,26/08/2009 00:00,26/08/2009 00:00
962,"cornhole.net",133,-1,1,1,268,10392,1566,20/02/2012 00:00,29/05/2012 00:00,"216.144.227.194","216.144.227.0","US","net",5,4,1,21/11/2011 00:00,21/11/2011 00:00
963,"canned.com",59,-1,1,1,221,149404,74749,10/04/2009 00:00,07/10/2012 00:00,"208.71.211.15","208.71.211.0","US","com",6,0,1,25/09/2009 00:00,25/09/2009 00:00
964,"iaf.net",27838,-1,1,1,1679349,40506408,1948135,10/01/2008 00:00,31/07/2013 00:00,"65.124.55.56","65.124.55.0","US","net",30,34,1,21/05/2008 00:00,21/05/2008 00:00
965,"igolfcourse.net",1,-1,1,1,1,636755,636754,31/01/2008 00:00,29/07/2010 00:00,"199.101.28.20","199.101.28.0","US","net",0,0,1,06/09/2008 00:00,06/09/2008 00:00
966,"cityzero.net",2803,-1,1,1,15188,864,783,13/07/2008 00:00,10/08/2013 00:00,"184.168.59.102","184.168.59.0","US","net",25,19,1,30/04/2008 00:00,02/07/2013 00:00
967,"importwagen.net",1262,-1,1,1,52799,22162,18601,14/04/2008 00:00,10/08/2013 00:00,"80.67.28.91","80.67.28.0","DE","net",55,12,1,29/10/2008 00:00,04/07/2013 00:00
968,"bridal-buy.com",2624,-1,1,1,253499,221225,125030,21/06/2012 00:00,10/08/2013 00:00,"66.220.4.87","66.220.4.0","US","com",39,28,1,27/02/2013 00:00,11/03/2013 00:00
969,"intellscan.net",0,-1,1,1,0,332726,332725,29/10/2009 00:00,04/08/2013 00:00,"69.73.159.195","69.73.159.0","US","net",0,0,1,05/07/2010 00:00,05/07/2010 00:00
970,"books4view.com",583,-1,1,1,5597,111456,50285,06/01/2011 00:00,31/07/2013 00:00,"174.122.64.156","174.122.64.0","US","com",11,4,1,22/10/2012 00:00,22/10/2012 00:00
971,"islamickorner.net",1669,-1,1,1,49730,567941,174159,01/06/2011 00:00,10/08/2013 00:00,"206.253.167.162","206.253.167.0","US","net",30,9,1,25/03/2012 00:00,25/03/2012 00:00
972,"icredits.net",6,-1,1,1,12,1020826,1020826,13/04/2008 00:00,10/08/2013 00:00,"174.37.183.99","174.37.183.0","US","net",0,0,1,14/06/2009 00:00,14/06/2009 00:00
973,"buscadornet.com",189,-1,1,1,8177,159256,113066,10/06/2010 00:00,10/08/2013 00:00,"91.192.108.18","91.192.108.0","ES","com",29,6,1,11/11/2010 00:00,28/01/2013 00:00
974,"datingkeywords.net",184,-1,1,1,175386,1244327,652045,31/01/2008 00:00,22/11/2010 00:00,"208.73.211.152","208.73.211.0","US","net",6,0,1,16/11/2009 00:00,16/11/2009 00:00
975,"generalkeywords.net",443,-1,1,1,226290,5160307,1039792,24/01/2008 00:00,10/08/2013 00:00,"184.168.221.33","184.168.221.0","US","net",10,3,1,20/10/2009 00:00,20/10/2009 00:00
976,"dot-txt.net",3,-1,1,1,6,1168517,1168516,04/12/2008 00:00,09/08/2013 00:00,"202.172.28.59","202.172.28.0","JP","net",0,0,1,24/08/2010 00:00,24/08/2010 00:00
977,"dolphinfish.net",11337,-1,1,1,178902,549784,128984,17/02/2010 00:00,10/08/2013 00:00,"74.221.213.34","74.221.213.0","US","net",41,8,1,24/03/2012 00:00,24/03/2012 00:00
978,"bx-archive.com",950,-1,1,1,114585,33660,26806,27/04/2008 00:00,10/08/2013 00:00,"74.117.114.119","74.117.114.0","KY","com",16,0,1,27/10/2008 00:00,27/10/2008 00:00
979,"discoverstlucia.net",126,-1,1,1,439,4115,3145,04/12/2010 00:00,09/08/2013 00:00,"94.229.167.70","94.229.167.0","UK","net",15,5,1,05/12/2011 00:00,05/12/2011 00:00
980,"bv-archive.com",357,-1,1,1,48708,69175,55340,07/08/2008 00:00,27/01/2013 00:00,"69.43.160.145","69.43.160.0","US","com",7,0,1,19/02/2009 00:00,19/02/2009 00:00
981,"e-gun.net",4943,-1,1,1,41079,619284,236255,24/01/2008 00:00,21/05/2013 00:00,"98.129.229.205","98.129.229.0","US","net",18,20,1,15/03/2013 00:00,15/03/2013 00:00
982,"eastwall.net",1,-1,1,1,1,213394,213393,26/11/2009 00:00,10/02/2013 00:00,"82.98.86.169","82.98.86.0","DE","net",0,0,1,18/12/2011 00:00,18/12/2011 00:00
983,"buzztrader.com",1888,-1,1,1,513353,196011,122777,09/01/2008 00:00,10/08/2013 00:00,"208.69.126.218","208.69.126.0","US","com",18,10,1,11/12/2011 00:00,04/03/2013 00:00
984,"entekhabschools.net",918,-1,1,1,4352,58780,24280,08/03/2013 00:00,10/08/2013 00:00,"209.190.61.47","209.190.61.0","US","net",27,1,1,15/03/2013 00:00,15/03/2013 00:00
985,"canadianchains.com",16,-1,1,1,34,1020355,1020354,21/01/2008 00:00,08/08/2013 00:00,"174.37.183.99","174.37.183.0","US","com",0,0,1,20/09/2008 00:00,20/09/2008 00:00
986,"etelescope.net",82,-1,1,1,975,1852,473,27/10/2011 00:00,,"74.220.219.69","74.220.219.0","US","net",8,0,1,01/12/2011 00:00,01/12/2011 00:00
987,"filefinds.net",2633,-1,1,1,10940188,2644666,505534,16/04/2010 00:00,10/08/2013 00:00,"91.226.88.114","91.226.88.0","DE","net",20,2,1,16/07/2011 00:00,16/07/2011 00:00
988,"finglas.net",1,-1,1,1,1,56122,56122,13/11/2009 00:00,12/02/2013 00:00,"82.98.86.161","82.98.86.0","DE","net",0,0,1,17/12/2011 00:00,17/12/2011 00:00
989,"fragland.net",17925,-1,1,1,397178,422375,211961,09/01/2008 00:00,10/08/2013 00:00,"46.252.201.1","46.252.201.0","NL","net",39,28,1,14/05/2012 00:00,14/05/2012 00:00
990,"dealer411.net",55,-1,1,1,719,150959,98423,22/08/2010 00:00,09/08/2013 00:00,"54.235.154.15","54.235.154.0","US","net",8,0,1,30/09/2010 00:00,30/09/2010 00:00
991,"gameskeywords.net",12,-1,1,1,26,1270514,1270514,27/01/2008 00:00,01/12/2010 00:00,"173.244.181.125","173.244.181.0","US","net",0,0,1,15/07/2009 00:00,15/07/2009 00:00
992,"gdgdlog.net",1249,-1,1,1,7826,56384,25186,01/03/2008 00:00,10/08/2013 00:00,"124.108.33.155","124.108.33.0","JP","net",21,3,1,01/05/2012 00:00,25/05/2013 00:00
993,"bonafidelive.com",2650,-1,1,1,207767,338780,185277,07/05/2009 00:00,10/08/2013 00:00,"64.71.187.140","64.71.187.0","US","com",26,5,1,14/10/2010 00:00,03/08/2012 00:00
994,"biblepr.com",3933,-1,1,1,76584,27521,13957,16/09/2009 00:00,10/08/2013 00:00,"173.201.58.79","173.201.58.0","US","com",17,9,1,07/12/2011 00:00,07/12/2011 00:00
995,"citybizlist.net",114,-1,1,1,98524,30892,27843,17/06/2010 00:00,10/08/2013 00:00,"72.232.45.42","72.232.45.0","US","net",44,14,1,30/03/2013 00:00,11/07/2013 00:00
996,"car-911.com",18,-1,1,1,4733,29877,17938,18/01/2008 00:00,14/10/2008 00:00,"213.186.33.87","213.186.33.0","FR","com",5,0,1,13/07/2008 00:00,13/07/2008 00:00
997,"medicalmarijuananebraska.net",140,-1,1,1,1231,5395,4821,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",22,2,1,30/07/2013 00:00,08/08/2013 00:00
998,"blacksheepseo.com",25,-1,1,1,97,141,130,20/11/2010 00:00,10/08/2013 00:00,"208.85.221.26","208.85.221.0","CA","com",5,0,1,28/11/2011 00:00,21/02/2012 00:00
999,"medicalmarijuanatexas.net",72,-1,1,1,508,4443,3930,24/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",16,2,1,10/08/2013 00:00,10/08/2013 00:00
1000,"double-a.net",49,-1,1,1,156,9630,2430,06/06/2009 00:00,20/07/2013 00:00,"219.94.203.56","219.94.203.0","JP","net",8,3,1,11/08/2009 00:00,11/08/2009 00:00
1001,"minimalbliss.net",23528,-1,1,1,379618,169285,81482,24/01/2008 00:00,10/08/2013 00:00,"208.109.138.74","208.109.138.0","US","net",58,13,1,01/08/2012 00:00,01/08/2012 00:00
1002,"minplass.net",159,-1,1,1,4313,689,383,29/01/2008 00:00,10/08/2013 00:00,"208.113.162.41","208.113.162.0","US","net",11,7,1,05/12/2011 00:00,05/12/2011 00:00
1003,"bilandima.com",3317,-1,1,1,35582,595012,104523,23/01/2008 00:00,07/08/2013 00:00,"141.8.226.5","141.8.226.0","CH","com",25,15,1,25/08/2012 00:00,25/08/2012 00:00
1004,"blikkasm.com",4110,-1,1,1,103718,1588558,589531,12/04/2009 00:00,08/08/2013 00:00,"94.242.206.203","94.242.206.0","LU","com",18,13,1,31/03/2010 00:00,31/03/2010 00:00
1005,"bigsearcher.com",1916,-1,1,1,143291,1265924,226931,20/01/2008 00:00,09/08/2013 00:00,"69.194.230.130","69.194.230.0","US","com",10,8,1,20/06/2009 00:00,20/06/2009 00:00
1006,"aofbilgi.net",1128,-1,1,1,24131,619321,181126,23/02/2008 00:00,10/08/2013 00:00,"208.91.197.101","208.91.197.0","UK","net",20,6,1,07/05/2012 00:00,07/05/2012 00:00
1007,"negaheno.net",929,-1,1,1,20777,18287,9867,27/06/2008 00:00,10/08/2013 00:00,"65.254.250.109","65.254.250.0","US","net",26,8,1,01/08/2012 00:00,01/08/2012 00:00
1008,"anychannel.net",1,-1,1,1,1,1236738,1236737,27/01/2008 00:00,17/02/2013 00:00,"174.137.132.36","174.137.132.0","US","net",0,0,1,04/03/2009 00:00,04/03/2009 00:00
1009,"bienjouet.com",42,-1,1,1,736,32262,9420,18/01/2008 00:00,10/08/2013 00:00,"","","","com",5,0,1,11/03/2008 00:00,11/03/2008 00:00
1010,"cd-archive.com",525,-1,1,1,895180,84915,82076,07/06/2008 00:00,11/02/2013 00:00,"67.215.77.132","67.215.77.0","US","com",7,0,1,17/12/2008 00:00,17/12/2008 00:00
1011,"allinlasvegas.net",25,-1,1,1,46,39957,17316,05/01/2009 00:00,16/07/2013 00:00,"62.116.181.25","62.116.181.0","DE","net",4,0,1,05/05/2009 00:00,16/08/2012 00:00
1012,"adventureinindia.net",7,-1,1,1,15,710,691,04/01/2011 00:00,10/04/2012 00:00,"67.215.77.132","67.215.77.0","US","net",5,0,1,27/03/2012 00:00,10/04/2012 00:00
1013,"moltqaa.net",6348,-1,1,1,82126,108321,30332,03/06/2008 00:00,10/08/2013 00:00,"5.153.2.232","5.153.2.0","NL","net",35,4,1,06/05/2012 00:00,06/05/2012 00:00
1014,"cathleenwith.com",181,-1,1,1,3231,325,255,14/12/2011 00:00,10/08/2013 00:00,"112.78.124.166","112.78.124.0","JP","com",22,13,1,20/06/2012 00:00,20/06/2012 00:00
1015,"blog2read.com",1063,-1,1,1,247120,857577,242625,16/03/2008 00:00,11/02/2013 00:00,"208.73.211.238","208.73.211.0","US","com",9,6,1,30/04/2010 00:00,30/04/2010 00:00
1016,"cartalkworld.com",5,-1,1,1,7,1356369,1356368,09/02/2008 00:00,17/07/2013 00:00,"208.73.210.29","208.73.210.0","US","com",0,0,1,12/03/2009 00:00,12/03/2009 00:00
1017,"killbillies.net",14993,-1,1,1,217943,117806,59407,05/01/2009 00:00,10/08/2013 00:00,"68.178.254.207","68.178.254.0","US","net",42,5,1,25/03/2012 00:00,25/03/2012 00:00
1018,"killester.net",0,-1,1,1,0,101378,101377,24/11/2009 00:00,05/02/2013 00:00,"82.98.86.171","82.98.86.0","DE","net",0,0,1,17/12/2011 00:00,17/12/2011 00:00
1019,"kuk-bot.net",10905,-1,1,1,77792,76994,14556,14/07/2008 00:00,10/08/2013 00:00,"74.208.63.155","74.208.63.0","US","net",19,5,1,26/07/2012 00:00,26/07/2012 00:00
1020,"careerskeywords.net",200,-1,1,1,125963,2037855,1016791,24/01/2008 00:00,17/12/2010 00:00,"173.244.181.125","173.244.181.0","US","net",5,0,1,11/12/2009 00:00,11/12/2009 00:00
1021,"car-fun-site.com",1827,-1,1,1,109429,40574,21329,02/11/2010 00:00,19/03/2013 00:00,"208.91.197.104","208.91.197.0","UK","com",14,3,1,05/01/2011 00:00,05/01/2011 00:00
1022,"bolmi.com",1757,-1,1,1,37228,846824,490280,12/06/2009 00:00,12/03/2013 00:00,"64.74.223.37","64.74.223.0","US","com",8,3,1,26/06/2010 00:00,26/06/2010 00:00
1023,"buyincabo.net",2,-1,1,1,2,414848,414848,08/04/2008 00:00,18/07/2013 00:00,"208.87.35.103","208.87.35.0","BS","net",0,0,1,25/05/2009 00:00,25/05/2009 00:00
1024,"lasvegas-entertainment.net",96,-1,1,1,102355,8149,7563,16/02/2011 00:00,10/08/2013 00:00,"108.179.217.227","108.179.217.0","US","net",14,7,1,10/04/2013 00:00,10/04/2013 00:00
1025,"bolderrow.com",8,-1,1,1,11,25989,23076,14/03/2008 00:00,07/08/2013 00:00,"173.254.245.196","173.254.245.0","US","com",0,0,1,21/09/2008 00:00,21/09/2008 00:00
1026,"carinsurance-24.com",9,-1,1,1,4631,40192,19541,10/01/2008 00:00,12/10/2008 00:00,"91.121.81.175","91.121.81.0","FR","com",0,0,1,06/08/2008 00:00,06/08/2008 00:00
1027,"linux10.net",790,-1,1,1,3135,90781,29626,13/07/2008 00:00,09/08/2013 00:00,"95.173.190.185","95.173.190.0","TR","net",21,0,1,18/12/2011 00:00,18/12/2011 00:00
1028,"bio-mechanical.net",38,-1,1,1,181,12750,3181,26/04/2009 00:00,10/08/2013 00:00,"69.93.112.144","69.93.112.0","US","net",12,2,1,23/08/2009 00:00,23/08/2009 00:00
1029,"carinsurancesiteonline.com",32,-1,1,1,1064,9793,2069,21/06/2012 00:00,17/06/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",6,0,1,24/05/2012 00:00,24/05/2012 00:00
1030,"bmmaia.com",641,-1,1,1,58677,11134,3940,17/05/2011 00:00,10/08/2013 00:00,"188.121.46.1","188.121.46.0","NL","com",15,3,1,24/09/2012 00:00,22/03/2013 00:00
1031,"matthanson.net",15853,-1,1,1,185306,44094,36939,15/04/2008 00:00,10/08/2013 00:00,"129.121.133.62","129.121.133.0","US","net",40,17,1,08/06/2013 00:00,08/06/2013 00:00
1032,"medicalmarijuanaidaho.net",139,-1,1,1,1316,4784,4284,26/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",24,2,1,28/04/2013 00:00,12/07/2013 00:00
1033,"bengisu.net",1831,-1,1,1,10405,1161716,46856,29/01/2008 00:00,27/01/2013 00:00,"67.215.66.132","67.215.66.0","US","net",13,11,1,23/04/2008 00:00,23/04/2008 00:00
1034,"kice-search.net",301,-1,1,1,19568,115490,78027,11/08/2010 00:00,20/01/2013 00:00,"69.43.161.181","69.43.161.0","US","net",19,0,1,18/01/2011 00:00,18/01/2011 00:00
1035,"bakersfieldbuzz.com",4563,-1,1,1,87037,260033,107593,25/02/2008 00:00,10/08/2013 00:00,"208.87.35.103","208.87.35.0","BS","com",34,5,1,05/05/2012 00:00,05/05/2012 00:00
1036,"alsofof.com",2085,-1,1,1,8908,179770,67270,03/03/2011 00:00,10/08/2013 00:00,"176.74.176.167","176.74.176.0","UK","com",24,2,1,26/06/2012 00:00,22/12/2012 00:00
1037,"bagle.com",0,-1,1,1,0,32696,32696,28/10/2010 00:00,10/08/2013 00:00,"97.74.181.1","97.74.181.0","US","com",0,0,1,21/03/2013 00:00,21/03/2013 00:00
1038,"democrats.ru",9667,-1,1,1,705331,231303,51849,07/02/2008 00:00,10/08/2013 00:00,"212.193.239.2","212.193.239.0","RU","ru",23,20,1,12/06/2012 00:00,12/06/2012 00:00
1039,"detl.ru",24179,-1,1,1,1868884,406876,97788,30/04/2009 00:00,10/08/2013 00:00,"46.4.81.119","46.4.81.0","DE","ru",48,20,1,09/12/2011 00:00,09/12/2011 00:00
1040,"epilepsyhelp.ru",1239,-1,1,1,5933,36126,14895,02/06/2008 00:00,10/08/2013 00:00,"77.221.155.154","77.221.155.0","RU","ru",27,3,1,29/07/2013 00:00,29/07/2013 00:00
1041,"localwineevents.ca",115,-1,1,1,1351,145759,112182,29/01/2008 00:00,11/11/2009 00:00,"69.20.11.86","69.20.11.0","US","ca",10,5,1,06/02/2009 00:00,06/02/2009 00:00
1042,"ighypercube.ca",53,-1,1,1,164,129,113,27/09/2010 00:00,08/08/2013 00:00,"54.245.109.52","54.245.109.0","US","ca",10,0,1,17/12/2011 00:00,17/12/2011 00:00
1043,"inphase.ru",15312,-1,1,1,80146,192608,38927,16/01/2008 00:00,10/08/2013 00:00,"151.248.116.49","151.248.116.0","RU","ru",27,14,1,26/12/2011 00:00,26/12/2011 00:00
1044,"ioyu.ru",22,-1,1,1,309,49,15,27/06/2013 00:00,,"","","","ru",7,0,1,19/06/2012 00:00,19/06/2012 00:00
1045,"acecars.ca",19,-1,1,1,65,306,212,19/06/2008 00:00,17/01/2011 00:00,"209.15.202.14","209.15.202.0","CA","ca",4,0,1,12/09/2008 00:00,12/09/2008 00:00
1046,"8count.ca",12366,-1,1,1,104546,76696,34265,29/08/2008 00:00,10/08/2013 00:00,"64.13.192.102","64.13.192.0","US","ca",23,10,1,07/08/2012 00:00,18/10/2012 00:00
1047,"omire.ru",2407,-1,1,1,9628,139651,60528,16/04/2009 00:00,10/08/2013 00:00,"85.10.211.155","85.10.211.0","DE","ru",28,4,1,27/11/2012 00:00,27/11/2012 00:00
