"Position","Domain","RefDomains","AlexaRank","Matches","MatchedLinks","ExtBackLinks","IndexedURLs","CrawledURLs","FirstCrawled","LastSuccessfulCrawl","IP","SubNet","CountryCode","TLD","CitationFlow","TrustFlow","BackLinks_homeairlv.com","FirstLinkDate_homeairlv.com","LastLinkDate_homeairlv.com"
835,"mwhl.net",18,-1,1,1,397,1716,938,20/02/2013 00:00,10/08/2013 00:00,"67.192.151.119","67.192.151.0","US","net",9,1,1,16/02/2013 00:00,15/07/2013 00:00
836,"boatyard.ru",7033,-1,1,1,173747,147760,56610,20/01/2008 00:00,29/09/2012 00:00,"67.215.66.132","67.215.66.0","US","ru",14,14,1,04/07/2012 00:00,04/07/2012 00:00
837,"bortjournal.ru",21181,-1,1,1,615340,79229,55923,13/07/2009 00:00,17/01/2013 00:00,"67.215.66.132","67.215.66.0","US","ru",13,1,1,01/06/2011 00:00,29/08/2011 00:00
838,"casa-latina.ru",7287,-1,1,1,236841,2519299,108530,21/01/2008 00:00,10/08/2013 00:00,"62.109.21.237","62.109.21.0","RU","ru",29,13,1,04/05/2011 00:00,11/09/2011 00:00
839,"ricur.ru",15097,-1,1,1,145875,74206,17148,16/05/2009 00:00,10/08/2013 00:00,"90.156.201.99","90.156.201.0","RU","ru",33,26,1,06/01/2012 00:00,06/01/2012 00:00
840,"medicalmarijuanamissouri.net",351,-1,1,1,4751,4558,3804,17/12/2010 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",25,4,1,06/05/2013 00:00,23/07/2013 00:00
841,"ribiu-ryazan.ru",9599,-1,1,1,360599,132922,76796,05/07/2010 00:00,10/08/2013 00:00,"67.215.66.132","67.215.66.0","US","ru",17,10,1,04/05/2011 00:00,04/05/2011 00:00
842,"medicalmarijuanamississippi.net",114,-1,1,1,1240,6069,5018,27/02/2013 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","net",20,0,1,05/08/2013 00:00,05/08/2013 00:00
843,"corpounion.ru",2672,-1,1,1,11680,6286,3355,02/01/2010 00:00,10/08/2013 00:00,"188.66.6.248","188.66.6.0","EE","ru",17,2,1,28/06/2011 00:00,28/07/2011 00:00
844,"cosmoscop.ru",6104,-1,1,1,29109,14126,6536,13/04/2011 00:00,07/05/2011 00:00,"193.104.17.38","193.104.17.0","CZ","ru",13,1,1,16/07/2011 00:00,26/09/2011 00:00
845,"remix-info.ru",3769,-1,1,1,12559,4724,2712,12/03/2010 00:00,,"31.31.204.60","31.31.204.0","RU","ru",10,0,1,27/07/2011 00:00,09/09/2011 00:00
846,"dominanta-telecom.ru",1493,-1,1,1,21148,227198,51841,20/11/2010 00:00,10/08/2013 00:00,"37.9.0.51","37.9.0.0","RU","ru",22,4,1,21/02/2012 00:00,21/02/2012 00:00
847,"iwarrock.net",5712,-1,1,1,23142,9289,3987,11/10/2011 00:00,12/02/2013 00:00,"67.215.66.132","67.215.66.0","US","net",16,1,1,20/10/2011 00:00,20/10/2011 00:00
848,"taze.us",301,-1,1,1,2726,3267,1368,18/08/2010 00:00,10/08/2013 00:00,"173.236.128.85","173.236.128.0","US","us",19,2,1,14/05/2012 00:00,14/05/2012 00:00
849,"lyncactive.net",7985,-1,1,1,338360,71243,21148,11/03/2009 00:00,06/08/2013 00:00,"216.240.150.53","216.240.150.0","US","net",15,9,1,20/05/2011 00:00,20/05/2011 00:00
850,"epilepsyhelp.ru",1239,-1,1,1,5933,36126,14895,02/06/2008 00:00,10/08/2013 00:00,"77.221.155.154","77.221.155.0","RU","ru",27,3,1,30/08/2012 00:00,25/07/2013 00:00
851,"rebalka.ru",1500,-1,1,1,8422,74159,22596,18/04/2009 00:00,17/04/2013 00:00,"109.70.26.36","109.70.26.0","RU","ru",9,3,1,26/05/2011 00:00,10/06/2011 00:00
852,"paintballrepublika.rs",1864,-1,1,1,8447,4125,1907,27/07/2010 00:00,18/08/2010 00:00,"78.29.1.22","78.29.1.0","RU","rs",9,3,1,22/05/2011 00:00,22/05/2011 00:00
853,"esip.ru",617,-1,1,1,3539,1863,1603,01/11/2008 00:00,10/08/2013 00:00,"78.108.80.10","78.108.80.0","RU","ru",21,7,1,18/06/2011 00:00,18/06/2011 00:00
854,"zba.vg",2589,-1,1,1,999629,151128,142266,26/09/2010 00:00,13/02/2013 00:00,"66.160.134.66","66.160.134.0","US","vg",11,1,1,23/12/2010 00:00,23/12/2010 00:00
855,"evgeniko.ru",6291,-1,1,1,297215,14312,8565,13/11/2009 00:00,17/07/2013 00:00,"174.120.7.50","174.120.7.0","US","ru",23,12,1,03/07/2011 00:00,01/08/2011 00:00
856,"geocomgps.ru",548,-1,1,1,2063,6333,1845,01/11/2009 00:00,19/07/2013 00:00,"89.108.67.73","89.108.67.0","RU","ru",19,6,1,27/12/2011 00:00,27/12/2011 00:00
857,"karakitap.net",2403,-1,1,1,79321,102505,49771,26/01/2008 00:00,08/07/2013 00:00,"174.120.222.66","174.120.222.0","US","net",13,3,1,27/05/2011 00:00,27/05/2011 00:00
858,"gorodhimki.ru",4857,-1,1,1,13518,163994,86511,20/01/2008 00:00,09/08/2013 00:00,"77.222.61.205","77.222.61.0","RU","ru",14,6,1,29/06/2011 00:00,15/08/2011 00:00
859,"pumpingiron.ru",15626,-1,1,1,91695,183117,71278,18/01/2008 00:00,15/07/2013 00:00,"176.9.136.61","176.9.136.0","DE","ru",37,13,1,02/05/2012 00:00,02/05/2012 00:00
860,"kabarete.net",45512,-1,1,1,1447172,258056,206820,02/12/2009 00:00,31/01/2013 00:00,"96.127.136.42","96.127.136.0","US","net",22,9,1,07/08/2012 00:00,07/08/2012 00:00
861,"inphase.ru",15312,-1,1,1,80146,192608,38927,16/01/2008 00:00,10/08/2013 00:00,"151.248.116.49","151.248.116.0","RU","ru",27,14,1,27/12/2011 00:00,27/12/2011 00:00
862,"domvkurgane.ru",1354,-1,1,1,4339,3714,2480,23/02/2009 00:00,10/08/2013 00:00,"37.202.60.117","37.202.60.0","RU","ru",20,11,1,16/05/2011 00:00,13/06/2011 00:00
863,"rbclub.net",5328,-1,1,1,37659,64984,32845,29/01/2008 00:00,09/08/2013 00:00,"69.43.161.174","69.43.161.0","US","net",24,1,1,18/12/2011 00:00,18/12/2011 00:00
864,"tworczosc.net",7281,-1,1,1,71080,10757,4418,20/01/2011 00:00,28/03/2012 00:00,"67.215.66.132","67.215.66.0","US","net",11,4,1,01/06/2011 00:00,14/07/2011 00:00
865,"resumebay.net",724,-1,1,1,864939,1009759,432152,10/01/2008 00:00,10/08/2013 00:00,"72.167.55.120","72.167.55.0","US","net",29,26,1,09/05/2011 00:00,09/05/2011 00:00
866,"sinistraper.org",2249,-1,1,1,16773,9135,5280,26/04/2010 00:00,10/08/2013 00:00,"62.149.169.70","62.149.169.0","IT","org",21,24,1,28/06/2011 00:00,28/06/2011 00:00
867,"ebie.org",19830,-1,1,1,578329,276494,176309,21/02/2008 00:00,20/07/2013 00:00,"61.183.248.190","61.183.248.0","CN","org",26,12,1,08/06/2011 00:00,26/06/2013 00:00
868,"disabledvetwish.org",10401,-1,1,1,87816,15981,6306,12/08/2010 00:00,19/07/2013 00:00,"66.96.147.114","66.96.147.0","US","org",16,13,1,08/05/2011 00:00,08/05/2011 00:00
869,"dieunion.org",9302,-1,1,1,55030,21259,6241,19/10/2009 00:00,08/12/2012 00:00,"87.118.96.5","87.118.96.0","DE","org",13,1,1,15/11/2011 00:00,15/11/2011 00:00
870,"d2botnet.org",17651,-1,1,1,126437,37759,13075,12/09/2009 00:00,08/08/2013 00:00,"76.76.148.178","76.76.148.0","US","org",19,2,1,14/11/2011 00:00,14/11/2011 00:00
871,"skarabeez.org",10752,-1,1,1,80139,13557,8426,25/07/2010 00:00,10/05/2011 00:00,"64.71.34.54","64.71.34.0","US","org",12,1,1,08/05/2011 00:00,08/05/2011 00:00
872,"smptarakanita4.org",1492,-1,1,1,4459,19641,6212,28/09/2008 00:00,27/07/2013 00:00,"202.69.110.150","202.69.110.0","ID","org",11,0,1,14/07/2011 00:00,28/07/2011 00:00
873,"avdigital.sk",6060,-1,1,1,33417,64842,48274,25/01/2008 00:00,10/08/2013 00:00,"85.248.228.67","85.248.228.0","SK","sk",21,16,1,29/04/2011 00:00,29/04/2011 00:00
874,"colfaxschools.org",13136,-1,1,1,119676,20281,6902,14/03/2011 00:00,30/06/2013 00:00,"64.126.164.102","64.126.164.0","US","org",14,2,1,04/05/2011 00:00,18/05/2011 00:00
875,"coiaa.org",739,-1,1,1,3854,62005,31501,07/07/2008 00:00,10/08/2013 00:00,"188.165.222.222","188.165.222.0","FR","org",23,14,1,11/03/2012 00:00,11/03/2012 00:00
876,"cig-saude.org",2923,-1,1,1,48792,174176,65729,04/06/2008 00:00,10/08/2013 00:00,"217.160.5.216","217.160.5.0","DE","org",34,19,1,26/04/2011 00:00,26/04/2011 00:00
877,"whitehouseforum.org",17808,-1,1,1,237177,414635,67336,30/11/2008 00:00,27/04/2012 00:00,"66.7.204.3","66.7.204.0","US","org",13,4,1,12/04/2012 00:00,12/04/2012 00:00
878,"wonderkra.org",33662,-1,1,1,1049390,258864,175429,07/06/2008 00:00,04/08/2013 00:00,"109.75.167.216","109.75.167.0","UK","org",20,11,1,10/05/2011 00:00,21/07/2011 00:00
879,"mediacija.si",4881,-1,1,1,32427,7535,4141,26/01/2008 00:00,09/08/2013 00:00,"69.89.25.182","69.89.25.0","US","si",24,11,1,20/05/2011 00:00,20/05/2011 00:00
880,"mbk-orbea.si",9213,-1,1,1,52120,20795,8454,11/03/2010 00:00,14/07/2013 00:00,"74.52.17.79","74.52.17.0","US","si",23,7,1,15/07/2011 00:00,15/07/2011 00:00
881,"annabellesbogidevinitiative.org",405,-1,1,1,1617,161199,44872,23/10/2010 00:00,02/10/2012 00:00,"216.151.212.175","216.151.212.0","US","org",8,0,1,29/06/2011 00:00,16/11/2011 00:00
882,"armory.com.ua",1494,-1,1,1,8333,7589,4681,30/01/2008 00:00,06/08/2013 00:00,"205.234.129.16","205.234.129.0","US","ua",22,4,1,22/05/2011 00:00,22/05/2011 00:00
883,"colere.pl",4144,-1,1,1,19389,8290,4396,12/01/2009 00:00,09/08/2013 00:00,"85.25.228.54","85.25.228.0","DE","pl",23,13,1,26/04/2011 00:00,26/04/2011 00:00
884,"matriks-pres.com.ua",5909,-1,1,1,52789,33923,10577,04/03/2008 00:00,09/08/2013 00:00,"91.205.6.131","91.205.6.0","UA","ua",20,18,1,04/01/2012 00:00,04/01/2012 00:00
885,"wushustudent.nl",15081,-1,1,1,207638,135930,25091,13/01/2008 00:00,15/02/2012 00:00,"67.215.66.132","67.215.66.0","US","nl",15,14,1,24/12/2011 00:00,24/12/2011 00:00
886,"forumauto.com.ua",3379,-1,1,1,43126,105797,10028,28/02/2010 00:00,10/08/2013 00:00,"188.72.238.103","188.72.238.0","DE","ua",29,2,1,21/12/2011 00:00,11/05/2012 00:00
887,"volvoklubbentrondelag.no",18639,-1,1,1,1118908,193131,42165,18/06/2008 00:00,10/08/2013 00:00,"144.76.30.231","144.76.30.0","DE","no",43,6,1,22/06/2011 00:00,22/06/2011 00:00
888,"bonesfan.pl",6367,-1,1,1,143697,153070,56212,26/11/2008 00:00,10/08/2013 00:00,"108.162.199.95","108.162.199.0","US","pl",17,19,1,08/11/2011 00:00,08/11/2011 00:00
889,"partyforum.sk",10450,-1,1,1,155508,91002,21842,11/05/2009 00:00,03/06/2013 00:00,"82.98.86.173","82.98.86.0","DE","sk",13,18,1,06/06/2011 00:00,02/11/2011 00:00
890,"asista-skupina.si",10409,-1,1,1,98980,25850,7253,25/06/2008 00:00,19/07/2013 00:00,"91.185.211.67","91.185.211.0","SI","si",18,3,1,04/05/2011 00:00,04/05/2011 00:00
891,"112victims.org",10587,-1,1,1,314504,23220,9427,01/03/2010 00:00,10/08/2013 00:00,"97.74.144.113","97.74.144.0","US","org",19,2,1,14/06/2011 00:00,10/08/2011 00:00
892,"budokai.com.ua",1050,-1,1,1,7358,10477,5683,23/01/2010 00:00,23/03/2013 00:00,"176.9.151.136","176.9.151.0","DE","ua",8,10,1,30/06/2011 00:00,25/01/2012 00:00
893,"rollapaluza.com.ph",4518,-1,1,1,17002,7879,2720,05/10/2009 00:00,19/07/2013 00:00,"121.127.11.249","121.127.11.0","PH","ph",14,9,1,01/05/2011 00:00,01/05/2011 00:00
894,"a-fam.org",5298,-1,1,1,29868,15263,6168,06/08/2009 00:00,06/12/2012 00:00,"134.0.26.180","134.0.26.0","DE","org",10,0,1,23/07/2011 00:00,19/09/2011 00:00
895,"zhangheng.org",89,-1,1,1,1816,21916,13726,21/06/2008 00:00,10/08/2013 00:00,"74.220.199.6","74.220.199.0","US","org",7,0,1,15/05/2012 00:00,15/05/2012 00:00
896,"ambl.org",1242,-1,1,1,41511,143138,73463,18/06/2008 00:00,10/08/2013 00:00,"74.208.24.175","74.208.24.0","US","org",13,4,1,31/05/2013 00:00,31/05/2013 00:00
897,"airsoft.pl",11661,-1,1,1,695408,37155,29449,07/12/2009 00:00,10/08/2013 00:00,"89.146.199.132","89.146.199.0","DE","pl",35,16,1,04/05/2011 00:00,04/05/2011 00:00
898,"shrewsburydiy.org",6172,-1,1,1,29506,61721,27130,27/06/2008 00:00,30/06/2013 00:00,"69.163.165.196","69.163.165.0","US","org",13,2,1,18/12/2011 00:00,18/12/2011 00:00
899,"powerone.com.tw",8779,-1,1,1,121756,29939,23050,03/04/2010 00:00,10/08/2013 00:00,"118.163.181.163","118.163.181.0","TW","tw",30,7,1,06/12/2011 00:00,06/12/2011 00:00
900,"shilova.org",8489,-1,1,1,182319,34509,21707,11/11/2010 00:00,10/08/2013 00:00,"91.209.206.54","91.209.206.0","UA","org",23,14,1,21/02/2013 00:00,21/02/2013 00:00
901,"scphc.ac.th",2357,-1,1,1,29844,551537,232390,21/02/2008 00:00,10/08/2013 00:00,"202.29.105.2","202.29.105.0","TH","th",14,14,1,19/05/2011 00:00,19/05/2011 00:00
902,"jvcdigitalcamcorder.org",22,-1,1,1,48,1105,534,09/09/2010 00:00,04/01/2011 00:00,"64.74.223.38","64.74.223.0","US","org",5,0,1,30/11/2011 00:00,22/12/2011 00:00
903,"kimberlygreenwell.org",5445,-1,1,1,29786,341493,45005,23/10/2010 00:00,20/02/2013 00:00,"62.157.140.133","62.157.140.0","DE","org",19,1,1,24/03/2012 00:00,24/03/2012 00:00
904,"northside14.org",4548,-1,1,1,65984,96263,41903,30/06/2009 00:00,08/08/2013 00:00,"91.215.216.42","91.215.216.0","BG","org",20,4,1,21/05/2012 00:00,21/05/2012 00:00
905,"lastsoftwareforum.tk",2397,-1,1,1,12941,52599,6004,18/03/2011 00:00,01/05/2011 00:00,"93.170.52.31","93.170.52.0","CZ","tk",10,1,1,29/04/2011 00:00,29/04/2011 00:00
906,"mordox.org",8312,-1,1,1,77047,359414,111347,14/01/2008 00:00,17/01/2013 00:00,"67.215.66.132","67.215.66.0","US","org",13,7,1,03/03/2012 00:00,03/03/2012 00:00
907,"ikebukuro.org",86,-1,1,1,235,204897,72263,25/09/2009 00:00,12/08/2011 00:00,"59.106.13.117","59.106.13.0","JP","org",5,0,1,20/06/2011 00:00,20/06/2011 00:00
908,"lanuovaera.org",1515,-1,1,1,12042,28366,22974,31/01/2010 00:00,10/08/2013 00:00,"31.22.4.41","31.22.4.0","UK","org",19,3,1,21/06/2011 00:00,21/06/2011 00:00
909,"librodelavida.org",10369,-1,1,1,62413,22996,10581,15/12/2010 00:00,23/07/2013 00:00,"217.160.124.7","217.160.124.0","DE","org",23,10,1,25/10/2011 00:00,25/10/2011 00:00
910,"lulka.org",760,-1,1,1,2797,8899,6114,23/05/2010 00:00,10/08/2013 00:00,"176.9.117.123","176.9.117.0","DE","org",17,8,1,04/05/2011 00:00,04/05/2011 00:00
911,"mikesluck.org",6147,-1,1,1,18726,15231,8113,16/12/2010 00:00,10/08/2013 00:00,"173.254.28.41","173.254.28.0","US","org",28,0,1,02/05/2011 00:00,02/05/2011 00:00
912,"medicalmarijuanamaryland.org",121,-1,1,1,799,4393,3758,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",19,0,1,06/08/2013 00:00,06/08/2013 00:00
913,"teamepic.tv",13312,-1,1,1,112703,46543,18697,25/02/2008 00:00,10/08/2013 00:00,"64.34.162.70","64.34.162.0","US","tv",37,10,1,25/01/2012 00:00,25/01/2012 00:00
914,"medicalmarijuanautah.org",196,-1,1,1,1178,5458,3971,19/06/2012 00:00,10/08/2013 00:00,"50.63.120.1","50.63.120.0","US","org",26,7,1,23/06/2013 00:00,10/08/2013 00:00
915,"latexeditor.org",10738,-1,1,1,72486,54870,15691,26/02/2008 00:00,10/08/2013 00:00,"72.29.93.156","72.29.93.0","US","org",33,27,1,05/01/2012 00:00,05/01/2012 00:00
916,"theoss.nl",35986,-1,1,1,1938747,591103,215911,03/07/2010 00:00,28/02/2013 00:00,"188.93.150.38","188.93.150.0","NL","nl",17,4,1,13/07/2011 00:00,08/03/2012 00:00
917,"onlineed.org",6078,-1,1,1,43400,23668,6529,07/07/2008 00:00,10/08/2013 00:00,"174.127.104.173","174.127.104.0","US","org",18,11,1,01/08/2012 00:00,01/08/2012 00:00
918,"shalyapin.su",650,-1,1,1,3969,35991,15904,12/05/2009 00:00,10/08/2013 00:00,"37.143.9.14","37.143.9.0","RU","su",22,9,1,15/12/2011 00:00,15/12/2011 00:00
919,"seoarea51.org",10108,-1,1,1,139068,69785,20397,28/10/2010 00:00,17/01/2013 00:00,"199.101.28.20","199.101.28.0","US","org",12,2,1,12/06/2011 00:00,26/06/2011 00:00
920,"expertarticles.org",797,-1,1,1,3958,17373,14282,28/01/2008 00:00,26/05/2013 00:00,"72.34.34.75","72.34.34.0","US","org",9,2,1,25/11/2011 00:00,01/12/2011 00:00
921,"foxgame.org",9710,-1,1,1,183956,733650,184419,24/01/2008 00:00,10/08/2013 00:00,"67.205.2.206","67.205.2.0","US","org",20,11,1,22/07/2011 00:00,22/07/2011 00:00
922,"rooog.org",162,-1,1,1,642,54653,22661,25/03/2011 00:00,10/08/2013 00:00,"5.9.61.167","5.9.61.0","DE","org",16,3,1,15/03/2012 00:00,15/03/2012 00:00
923,"progressive4life.org",21498,-1,1,1,385577,164053,81238,09/04/2008 00:00,10/08/2013 00:00,"108.161.226.10","108.161.226.0","US","org",22,15,1,14/06/2011 00:00,26/08/2011 00:00
924,"germanshop.org",1435,-1,1,1,12591,47143,15845,02/05/2011 00:00,10/08/2013 00:00,"178.130.35.14","178.130.35.0","RU","org",16,7,1,05/12/2012 00:00,05/12/2012 00:00
925,"ourloveones.org",7,-1,1,1,114,246,187,24/01/2011 00:00,24/01/2011 00:00,"64.74.223.31","64.74.223.0","US","org",0,0,1,04/12/2011 00:00,04/12/2011 00:00
926,"gvgo.org",11249,-1,1,1,51765,15709,7410,12/08/2010 00:00,10/08/2013 00:00,"97.74.144.128","97.74.144.0","US","org",28,24,1,25/05/2011 00:00,25/05/2011 00:00
927,"nfrap.ru",6184,-1,1,1,33547,22571345,1088245,18/05/2009 00:00,10/08/2013 00:00,"91.226.92.16","91.226.92.0","RU","ru",22,12,1,08/05/2011 00:00,08/05/2011 00:00
928,"partytimer.org",975,-1,1,1,10173,59564,21688,24/01/2008 00:00,10/08/2013 00:00,"85.13.137.55","85.13.137.0","DE","org",9,4,1,18/12/2011 00:00,18/12/2011 00:00
929,"pacpa.org",1999,-1,1,1,7828,4611,2521,12/10/2011 00:00,10/08/2013 00:00,"97.74.44.128","97.74.44.0","US","org",14,3,1,16/07/2011 00:00,11/01/2012 00:00
930,"daily.su",4164,-1,1,1,38812,95433,37231,20/06/2008 00:00,09/08/2013 00:00,"178.218.208.66","178.218.208.0","RU","su",23,5,1,21/04/2011 00:00,21/04/2011 00:00
931,"highdefinitionprojector.org",23,-1,1,1,49,3566,3297,03/10/2010 00:00,28/12/2010 00:00,"64.74.223.39","64.74.223.0","US","org",6,0,1,08/12/2011 00:00,01/11/2012 00:00
932,"himeji-chuo-lc.org",3802,-1,1,1,22008,7138,6034,08/07/2008 00:00,10/08/2013 00:00,"220.111.32.61","220.111.32.0","JP","org",19,6,1,15/06/2011 00:00,15/06/2011 00:00
933,"peninsulaumpires.org",11983,-1,1,1,212752,19256,6913,05/09/2008 00:00,30/07/2013 00:00,"64.29.151.221","64.29.151.0","US","org",16,3,1,13/10/2011 00:00,13/10/2011 00:00
934,"speedxs.nl",9749,-1,1,1,190431,545445,167896,12/01/2008 00:00,10/08/2013 00:00,"109.109.120.40","109.109.120.0","NL","nl",28,15,1,01/06/2011 00:00,16/06/2011 00:00
935,"slipknot.nl",1665,-1,1,1,5968,2841,1566,24/06/2010 00:00,29/07/2013 00:00,"94.126.37.66","94.126.37.0","NL","nl",10,6,1,04/05/2011 00:00,01/06/2011 00:00
936,"rendesigns.nl",6467,-1,1,1,33635,7382,3917,06/04/2009 00:00,31/01/2013 00:00,"67.215.66.132","67.215.66.0","US","nl",10,2,1,14/05/2011 00:00,25/06/2011 00:00
937,"wow-only.ru",1853,-1,1,1,8112,18024,11545,24/09/2009 00:00,10/08/2013 00:00,"5.9.141.211","5.9.141.0","DE","ru",17,2,1,26/05/2011 00:00,08/07/2011 00:00
938,"carpathian-legions.ro",4525,-1,1,1,71420,26270,20322,14/08/2009 00:00,08/08/2013 00:00,"89.42.216.55","89.42.216.0","RO","ro",21,14,1,26/04/2011 00:00,26/04/2011 00:00
939,"speakasp.net",419,-1,1,1,2057,1526,604,04/11/2009 00:00,07/08/2013 00:00,"66.63.181.104","66.63.181.0","US","net",18,1,1,03/12/2011 00:00,03/12/2011 00:00
940,"yarmarka-sevizm.ru",4256,-1,1,1,21098,14506,6207,04/07/2010 00:00,24/07/2013 00:00,"81.177.24.118","81.177.24.0","RU","ru",16,1,1,10/05/2011 00:00,01/09/2011 00:00
941,"autocristian.ro",6395,-1,1,1,45973,13588,6182,03/11/2008 00:00,10/08/2013 00:00,"188.241.116.250","188.241.116.0","RO","ro",29,5,1,02/07/2011 00:00,13/09/2011 00:00
942,"szklarskaporeba.net",3354,-1,1,1,45877,16082,5960,02/07/2008 00:00,10/08/2013 00:00,"94.152.139.129","94.152.139.0","PL","net",23,18,1,29/06/2011 00:00,29/06/2011 00:00
943,"volgometall.ru",19901,-1,1,1,374065,159868,19938,05/03/2009 00:00,28/11/2012 00:00,"67.215.66.132","67.215.66.0","US","ru",17,4,1,10/05/2011 00:00,06/07/2011 00:00
944,"tamyz.net",8347,-1,1,1,110335,257427,46703,09/10/2008 00:00,30/05/2013 00:00,"64.74.223.42","64.74.223.0","US","net",19,4,1,13/01/2012 00:00,13/01/2012 00:00
945,"trance-port.net",9324,-1,1,1,118352,17275,7882,07/08/2009 00:00,24/08/2011 00:00,"92.42.70.10","92.42.70.0","NO","net",12,1,1,10/05/2011 00:00,07/06/2011 00:00
946,"zoora.ru",5321,-1,1,1,28621,16443,8772,10/08/2010 00:00,26/08/2012 00:00,"199.34.228.100","199.34.228.0","US","ru",10,0,1,03/05/2011 00:00,03/05/2011 00:00
947,"apsalba.ro",6769,-1,1,1,44634,8999,5658,24/01/2008 00:00,01/01/2013 00:00,"174.121.21.2","174.121.21.0","US","ro",10,6,1,03/06/2011 00:00,06/06/2011 00:00
948,"tricolore.net",3701,-1,1,1,8106,20177,14722,26/01/2008 00:00,08/08/2013 00:00,"199.19.81.226","199.19.81.0","US","net",16,12,1,29/04/2011 00:00,29/04/2011 00:00
949,"airsofttransilvania.ro",1490,-1,1,1,15505,1125,615,17/02/2010 00:00,05/08/2013 00:00,"91.206.206.26","91.206.206.0","RO","ro",11,0,1,26/04/2011 00:00,26/04/2011 00:00
950,"theo.pt",7361,-1,1,1,37620,11347,7116,04/11/2010 00:00,11/10/2011 00:00,"72.215.225.9","72.215.225.0","US","pt",10,1,1,15/07/2011 00:00,01/11/2011 00:00
951,"tokyo-marukokai.net",1850,-1,1,1,7148,730,368,21/10/2009 00:00,09/08/2013 00:00,"202.212.196.123","202.212.196.0","JP","net",20,4,1,03/06/2011 00:00,03/06/2011 00:00
952,"incognitostudio.co.uk",8809,-1,1,1,75465,21396,6028,11/08/2010 00:00,23/07/2013 00:00,"87.117.239.136","87.117.239.0","UK","uk",21,12,1,30/03/2012 00:00,30/03/2012 00:00
953,"shopies.net",1617,-1,1,1,21861,5373795,371482,03/09/2008 00:00,10/05/2012 00:00,"66.117.3.54","66.117.3.0","US","net",7,0,1,04/05/2011 00:00,02/07/2011 00:00
954,"uvildinka74.ru",3644,-1,1,1,11472,6031,3556,17/08/2009 00:00,28/07/2013 00:00,"89.111.176.199","89.111.176.0","RU","ru",19,8,1,27/04/2011 00:00,27/04/2011 00:00
955,"teacherstoolbox.co.uk",7164,-1,1,1,95888,7536,4119,17/07/2008 00:00,10/08/2013 00:00,"79.170.40.173","79.170.40.0","UK","uk",24,20,1,14/06/2011 00:00,14/06/2011 00:00
956,"scorch.co.uk",76,-1,1,1,368,311,170,13/03/2009 00:00,15/07/2013 00:00,"65.182.101.9","65.182.101.0","US","uk",7,0,1,27/12/2011 00:00,24/05/2012 00:00
957,"reverieguild.net",2465,-1,1,1,9802,22868,14070,12/01/2008 00:00,02/05/2011 00:00,"199.101.28.20","199.101.28.0","US","net",8,0,1,23/05/2011 00:00,23/05/2011 00:00
958,"riskmanagementconsulting.net",11294,-1,1,1,124619,62097,47565,10/07/2010 00:00,10/08/2013 00:00,"108.162.198.21","108.162.198.0","US","net",43,6,1,01/03/2013 00:00,01/03/2013 00:00
959,"in.rs",60168,-1,1,1,16342858,1614125,303103,04/09/2009 00:00,10/08/2013 00:00,"92.242.144.2","92.242.144.0","UK","rs",51,34,1,28/11/2011 00:00,20/01/2013 00:00
960,"ryuan.net",8675,-1,1,1,184537,1995,1572,19/09/2009 00:00,08/08/2013 00:00,"202.191.118.130","202.191.118.0","JP","net",20,11,1,07/05/2011 00:00,07/05/2011 00:00
961,"vivt.ru",6948,-1,1,1,190581,315292,150427,04/02/2008 00:00,10/08/2013 00:00,"78.24.222.71","78.24.222.0","RU","ru",41,24,1,26/05/2011 00:00,26/05/2011 00:00
962,"rulota.ro",31801,-1,1,1,2633659,294473,153195,09/03/2008 00:00,10/08/2013 00:00,"92.114.86.160","92.114.86.0","RO","ro",39,16,1,12/03/2012 00:00,19/03/2012 00:00
963,"olimpia-nutritions.co.uk",1100,-1,1,1,5972,36467,4715,09/10/2011 00:00,25/10/2012 00:00,"46.30.211.60","46.30.211.0","DK","uk",10,1,1,26/07/2012 00:00,26/07/2012 00:00
964,"sevsen.net",13897,-1,1,1,381638,86530,49200,09/03/2008 00:00,10/08/2013 00:00,"76.164.192.130","76.164.192.0","US","net",19,10,1,01/06/2011 00:00,26/08/2011 00:00
965,"jocuri-horoscop.ro",12838,-1,1,1,214740,15680,8325,23/06/2009 00:00,10/08/2013 00:00,"91.200.120.104","91.200.120.0","RO","ro",34,27,1,04/05/2011 00:00,04/05/2011 00:00
